* AERMOD ( 19191): DISPERSIÓN - CO                                                         04/30/20
* AERMET ( 19191): EJECUTADO POR N. USCUCHAGUA                                              22:39:42
* MODELING OPTIONS USED:   NonDFAULT  CONC  FLAT  FLGPOL  RURAL  ADJ_U*  MMIF_Data
*         POST/PLOT FILE OF CONCURRENT  1-HR VALUES FOR SOURCE GROUP: ALL     
*         FOR A TOTAL OF     2 RECEPTORS.
*         FORMAT: (3(1X,F13.5),3(1X,F8.2),2X,A6,2X,A8,2X,I8.8,2X,A8)                                                                                                                                                      
*        X             Y      AVERAGE CONC    ZELEV    ZHILL    ZFLAG    AVE     GRP       DATE     NET ID
* ____________  ____________  ____________   ______   ______   ______  ______  ________  ________  ________
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011903          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011903          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011904          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011904          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011905          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011905          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011906          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011906          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011907          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011907          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011908          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011908          
  499990.00000 8341510.00000       0.02830   500.00   500.00     1.50    1-HR  ALL       16011909          
  500020.00000 8341827.00000       0.20580   500.00   500.00     1.50    1-HR  ALL       16011909          
  499990.00000 8341510.00000       0.26563   500.00   500.00     1.50    1-HR  ALL       16011910          
  500020.00000 8341827.00000      10.19850   500.00   500.00     1.50    1-HR  ALL       16011910          
  499990.00000 8341510.00000       0.28224   500.00   500.00     1.50    1-HR  ALL       16011911          
  500020.00000 8341827.00000      16.35846   500.00   500.00     1.50    1-HR  ALL       16011911          
  499990.00000 8341510.00000       0.30296   500.00   500.00     1.50    1-HR  ALL       16011912          
  500020.00000 8341827.00000      15.33689   500.00   500.00     1.50    1-HR  ALL       16011912          
  499990.00000 8341510.00000       0.16513   500.00   500.00     1.50    1-HR  ALL       16011913          
  500020.00000 8341827.00000       8.09573   500.00   500.00     1.50    1-HR  ALL       16011913          
  499990.00000 8341510.00000       0.08425   500.00   500.00     1.50    1-HR  ALL       16011914          
  500020.00000 8341827.00000       6.02669   500.00   500.00     1.50    1-HR  ALL       16011914          
  499990.00000 8341510.00000       0.06404   500.00   500.00     1.50    1-HR  ALL       16011915          
  500020.00000 8341827.00000       3.18534   500.00   500.00     1.50    1-HR  ALL       16011915          
  499990.00000 8341510.00000       0.10126   500.00   500.00     1.50    1-HR  ALL       16011916          
  500020.00000 8341827.00000       4.75277   500.00   500.00     1.50    1-HR  ALL       16011916          
  499990.00000 8341510.00000       0.07793   500.00   500.00     1.50    1-HR  ALL       16011917          
  500020.00000 8341827.00000       2.92188   500.00   500.00     1.50    1-HR  ALL       16011917          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011918          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011918          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011919          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011919          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011920          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011920          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011921          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011921          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011922          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011922          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011923          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011923          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011924          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011924          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012001          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012001          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012002          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012002          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012003          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012003          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012004          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012004          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012005          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012005          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012006          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012006          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012007          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012007          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012008          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012008          
  499990.00000 8341510.00000       0.69649   500.00   500.00     1.50    1-HR  ALL       16012009          
  500020.00000 8341827.00000      22.08806   500.00   500.00     1.50    1-HR  ALL       16012009          
  499990.00000 8341510.00000       1.89914   500.00   500.00     1.50    1-HR  ALL       16012010          
  500020.00000 8341827.00000       6.70656   500.00   500.00     1.50    1-HR  ALL       16012010          
  499990.00000 8341510.00000       1.16636   500.00   500.00     1.50    1-HR  ALL       16012011          
  500020.00000 8341827.00000       5.90612   500.00   500.00     1.50    1-HR  ALL       16012011          
  499990.00000 8341510.00000       0.66152   500.00   500.00     1.50    1-HR  ALL       16012012          
  500020.00000 8341827.00000      24.54549   500.00   500.00     1.50    1-HR  ALL       16012012          
  499990.00000 8341510.00000       0.37242   500.00   500.00     1.50    1-HR  ALL       16012013          
  500020.00000 8341827.00000      15.00464   500.00   500.00     1.50    1-HR  ALL       16012013          
  499990.00000 8341510.00000       0.34532   500.00   500.00     1.50    1-HR  ALL       16012014          
  500020.00000 8341827.00000       5.27665   500.00   500.00     1.50    1-HR  ALL       16012014          
  499990.00000 8341510.00000       0.50227   500.00   500.00     1.50    1-HR  ALL       16012015          
  500020.00000 8341827.00000       4.22836   500.00   500.00     1.50    1-HR  ALL       16012015          
  499990.00000 8341510.00000       0.68694   500.00   500.00     1.50    1-HR  ALL       16012016          
  500020.00000 8341827.00000      24.21665   500.00   500.00     1.50    1-HR  ALL       16012016          
  499990.00000 8341510.00000       0.13870   500.00   500.00     1.50    1-HR  ALL       16012017          
  500020.00000 8341827.00000       1.67391   500.00   500.00     1.50    1-HR  ALL       16012017          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012018          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012018          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012019          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012019          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012020          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012020          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012021          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012021          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012022          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012022          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012023          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012023          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012024          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012024          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012101          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012101          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012102          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012102          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012103          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012103          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012104          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012104          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012105          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012105          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012106          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012106          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012107          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012107          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012108          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012108          
  499990.00000 8341510.00000       0.02750   500.00   500.00     1.50    1-HR  ALL       16012109          
  500020.00000 8341827.00000       0.22051   500.00   500.00     1.50    1-HR  ALL       16012109          
  499990.00000 8341510.00000       0.22558   500.00   500.00     1.50    1-HR  ALL       16012110          
  500020.00000 8341827.00000      10.07721   500.00   500.00     1.50    1-HR  ALL       16012110          
  499990.00000 8341510.00000       0.17316   500.00   500.00     1.50    1-HR  ALL       16012111          
  500020.00000 8341827.00000       8.65712   500.00   500.00     1.50    1-HR  ALL       16012111          
  499990.00000 8341510.00000       0.24071   500.00   500.00     1.50    1-HR  ALL       16012112          
  500020.00000 8341827.00000       9.89566   500.00   500.00     1.50    1-HR  ALL       16012112          
  499990.00000 8341510.00000       0.28805   500.00   500.00     1.50    1-HR  ALL       16012113          
  500020.00000 8341827.00000      12.84022   500.00   500.00     1.50    1-HR  ALL       16012113          
  499990.00000 8341510.00000       0.20898   500.00   500.00     1.50    1-HR  ALL       16012114          
  500020.00000 8341827.00000      11.11602   500.00   500.00     1.50    1-HR  ALL       16012114          
  499990.00000 8341510.00000       0.17960   500.00   500.00     1.50    1-HR  ALL       16012115          
  500020.00000 8341827.00000      10.37927   500.00   500.00     1.50    1-HR  ALL       16012115          
  499990.00000 8341510.00000       0.05402   500.00   500.00     1.50    1-HR  ALL       16012116          
  500020.00000 8341827.00000       2.43286   500.00   500.00     1.50    1-HR  ALL       16012116          
  499990.00000 8341510.00000       0.01372   500.00   500.00     1.50    1-HR  ALL       16012117          
  500020.00000 8341827.00000       0.36683   500.00   500.00     1.50    1-HR  ALL       16012117          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012118          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012118          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012119          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012119          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012120          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012120          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012121          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012121          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012122          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012122          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012123          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012123          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012124          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012124          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012201          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012201          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012202          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012202          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012203          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012203          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012204          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012204          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012205          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012205          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012206          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012206          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012207          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012207          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012208          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012208          
  499990.00000 8341510.00000       0.05398   500.00   500.00     1.50    1-HR  ALL       16012209          
  500020.00000 8341827.00000       0.12701   500.00   500.00     1.50    1-HR  ALL       16012209          
  499990.00000 8341510.00000       0.17860   500.00   500.00     1.50    1-HR  ALL       16012210          
  500020.00000 8341827.00000       3.79593   500.00   500.00     1.50    1-HR  ALL       16012210          
  499990.00000 8341510.00000       0.14825   500.00   500.00     1.50    1-HR  ALL       16012211          
  500020.00000 8341827.00000       5.93286   500.00   500.00     1.50    1-HR  ALL       16012211          
  499990.00000 8341510.00000       0.12058   500.00   500.00     1.50    1-HR  ALL       16012212          
  500020.00000 8341827.00000       3.33749   500.00   500.00     1.50    1-HR  ALL       16012212          
  499990.00000 8341510.00000       0.17928   500.00   500.00     1.50    1-HR  ALL       16012213          
  500020.00000 8341827.00000       9.10984   500.00   500.00     1.50    1-HR  ALL       16012213          
  499990.00000 8341510.00000       0.10122   500.00   500.00     1.50    1-HR  ALL       16012214          
  500020.00000 8341827.00000       4.98785   500.00   500.00     1.50    1-HR  ALL       16012214          
  499990.00000 8341510.00000       0.08915   500.00   500.00     1.50    1-HR  ALL       16012215          
  500020.00000 8341827.00000       4.22516   500.00   500.00     1.50    1-HR  ALL       16012215          
  499990.00000 8341510.00000       0.03153   500.00   500.00     1.50    1-HR  ALL       16012216          
  500020.00000 8341827.00000       0.31697   500.00   500.00     1.50    1-HR  ALL       16012216          
  499990.00000 8341510.00000       0.00422   500.00   500.00     1.50    1-HR  ALL       16012217          
  500020.00000 8341827.00000       0.01212   500.00   500.00     1.50    1-HR  ALL       16012217          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012218          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012218          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012219          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012219          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012220          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012220          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012221          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012221          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012222          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012222          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012223          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012223          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012224          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012224          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012301          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012301          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012302          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012302          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012303          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012303          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012304          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012304          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012305          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012305          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012306          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012306          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012307          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012307          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012308          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012308          
  499990.00000 8341510.00000       0.01477   500.00   500.00     1.50    1-HR  ALL       16012309          
  500020.00000 8341827.00000       0.72048   500.00   500.00     1.50    1-HR  ALL       16012309          
  499990.00000 8341510.00000       0.18629   500.00   500.00     1.50    1-HR  ALL       16012310          
  500020.00000 8341827.00000      11.01245   500.00   500.00     1.50    1-HR  ALL       16012310          
  499990.00000 8341510.00000       0.22599   500.00   500.00     1.50    1-HR  ALL       16012311          
  500020.00000 8341827.00000      13.52264   500.00   500.00     1.50    1-HR  ALL       16012311          
  499990.00000 8341510.00000       0.34928   500.00   500.00     1.50    1-HR  ALL       16012312          
  500020.00000 8341827.00000      20.46798   500.00   500.00     1.50    1-HR  ALL       16012312          
  499990.00000 8341510.00000       0.27300   500.00   500.00     1.50    1-HR  ALL       16012313          
  500020.00000 8341827.00000      15.64937   500.00   500.00     1.50    1-HR  ALL       16012313          
  499990.00000 8341510.00000       0.19090   500.00   500.00     1.50    1-HR  ALL       16012314          
  500020.00000 8341827.00000      11.31759   500.00   500.00     1.50    1-HR  ALL       16012314          
  499990.00000 8341510.00000       0.12404   500.00   500.00     1.50    1-HR  ALL       16012315          
  500020.00000 8341827.00000       6.91888   500.00   500.00     1.50    1-HR  ALL       16012315          
  499990.00000 8341510.00000       0.04116   500.00   500.00     1.50    1-HR  ALL       16012316          
  500020.00000 8341827.00000       1.69573   500.00   500.00     1.50    1-HR  ALL       16012316          
  499990.00000 8341510.00000       0.01262   500.00   500.00     1.50    1-HR  ALL       16012317          
  500020.00000 8341827.00000       0.29521   500.00   500.00     1.50    1-HR  ALL       16012317          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012318          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012318          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012319          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012319          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012320          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012320          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012321          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012321          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012322          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012322          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012323          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012323          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012324          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012324          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012401          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012401          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012402          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012402          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012403          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012403          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012404          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012404          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012405          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012405          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012406          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012406          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012407          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012407          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012408          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012408          
  499990.00000 8341510.00000       0.22962   500.00   500.00     1.50    1-HR  ALL       16012409          
  500020.00000 8341827.00000       1.05228   500.00   500.00     1.50    1-HR  ALL       16012409          
  499990.00000 8341510.00000       0.34498   500.00   500.00     1.50    1-HR  ALL       16012410          
  500020.00000 8341827.00000       6.96420   500.00   500.00     1.50    1-HR  ALL       16012410          
  499990.00000 8341510.00000       0.28284   500.00   500.00     1.50    1-HR  ALL       16012411          
  500020.00000 8341827.00000      13.66229   500.00   500.00     1.50    1-HR  ALL       16012411          
  499990.00000 8341510.00000       0.26127   500.00   500.00     1.50    1-HR  ALL       16012412          
  500020.00000 8341827.00000      14.89937   500.00   500.00     1.50    1-HR  ALL       16012412          
  499990.00000 8341510.00000       0.20083   500.00   500.00     1.50    1-HR  ALL       16012413          
  500020.00000 8341827.00000      12.77382   500.00   500.00     1.50    1-HR  ALL       16012413          
  499990.00000 8341510.00000       0.17740   500.00   500.00     1.50    1-HR  ALL       16012414          
  500020.00000 8341827.00000      11.64941   500.00   500.00     1.50    1-HR  ALL       16012414          
  499990.00000 8341510.00000       0.10884   500.00   500.00     1.50    1-HR  ALL       16012415          
  500020.00000 8341827.00000       8.06209   500.00   500.00     1.50    1-HR  ALL       16012415          
  499990.00000 8341510.00000       0.01947   500.00   500.00     1.50    1-HR  ALL       16012416          
  500020.00000 8341827.00000       1.12508   500.00   500.00     1.50    1-HR  ALL       16012416          
  499990.00000 8341510.00000       0.00092   500.00   500.00     1.50    1-HR  ALL       16012417          
  500020.00000 8341827.00000       0.05014   500.00   500.00     1.50    1-HR  ALL       16012417          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012418          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012418          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012419          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012419          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012420          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012420          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012421          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012421          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012422          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012422          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012423          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012423          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012424          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012424          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012501          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012501          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012502          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012502          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012503          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012503          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012504          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012504          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012505          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012505          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012506          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012506          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012507          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012507          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012508          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012508          
  499990.00000 8341510.00000       0.18491   500.00   500.00     1.50    1-HR  ALL       16012509          
  500020.00000 8341827.00000       8.90998   500.00   500.00     1.50    1-HR  ALL       16012509          
  499990.00000 8341510.00000       0.42418   500.00   500.00     1.50    1-HR  ALL       16012510          
