* AERMOD ( 19191): DISPERSIÓN - CO                                                         04/30/20
* AERMET ( 19191): EJECUTADO POR N. USCUCHAGUA                                              22:39:42
* MODELING OPTIONS USED:   NonDFAULT  CONC  FLAT  FLGPOL  RURAL  ADJ_U*  MMIF_Data
*         POST/PLOT FILE OF CONCURRENT  1-HR VALUES FOR SOURCE GROUP: ALL     
*         FOR A TOTAL OF     2 RECEPTORS.
*         FORMAT: (3(1X,F13.5),3(1X,F8.2),2X,A6,2X,A8,2X,I8.8,2X,A8)                                                                                                                                                      
*        X             Y      AVERAGE CONC    ZELEV    ZHILL    ZFLAG    AVE     GRP       DATE     NET ID
* ____________  ____________  ____________   ______   ______   ______  ______  ________  ________  ________
  499990.00000 8341510.00000       0.10959   500.00   500.00     1.50    1-HR  ALL       16010612          
  500020.00000 8341827.00000       7.54630   500.00   500.00     1.50    1-HR  ALL       16010612          
  499990.00000 8341510.00000       0.17985   500.00   500.00     1.50    1-HR  ALL       16010613          
  500020.00000 8341827.00000      10.97942   500.00   500.00     1.50    1-HR  ALL       16010613          
  499990.00000 8341510.00000       0.15120   500.00   500.00     1.50    1-HR  ALL       16010614          
  500020.00000 8341827.00000       9.52777   500.00   500.00     1.50    1-HR  ALL       16010614          
  499990.00000 8341510.00000       0.11720   500.00   500.00     1.50    1-HR  ALL       16010615          
  500020.00000 8341827.00000       5.29056   500.00   500.00     1.50    1-HR  ALL       16010615          
  499990.00000 8341510.00000       0.02023   500.00   500.00     1.50    1-HR  ALL       16010616          
  500020.00000 8341827.00000       0.23053   500.00   500.00     1.50    1-HR  ALL       16010616          
  499990.00000 8341510.00000       0.00224   500.00   500.00     1.50    1-HR  ALL       16010617          
  500020.00000 8341827.00000       0.01175   500.00   500.00     1.50    1-HR  ALL       16010617          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010618          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010618          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010619          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010619          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010620          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010620          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010621          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010621          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010622          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010622          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010623          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010623          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010624          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010624          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010701          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010701          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010702          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010702          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010703          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010703          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010704          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010704          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010705          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010705          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010706          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010706          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010707          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010707          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010708          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010708          
  499990.00000 8341510.00000       0.00433   500.00   500.00     1.50    1-HR  ALL       16010709          
  500020.00000 8341827.00000       0.43632   500.00   500.00     1.50    1-HR  ALL       16010709          
  499990.00000 8341510.00000       0.00509   500.00   500.00     1.50    1-HR  ALL       16010710          
  500020.00000 8341827.00000       0.52562   500.00   500.00     1.50    1-HR  ALL       16010710          
  499990.00000 8341510.00000       0.00643   500.00   500.00     1.50    1-HR  ALL       16010711          
  500020.00000 8341827.00000       0.75160   500.00   500.00     1.50    1-HR  ALL       16010711          
  499990.00000 8341510.00000       0.00761   500.00   500.00     1.50    1-HR  ALL       16010712          
  500020.00000 8341827.00000       0.85535   500.00   500.00     1.50    1-HR  ALL       16010712          
  499990.00000 8341510.00000       0.01198   500.00   500.00     1.50    1-HR  ALL       16010713          
  500020.00000 8341827.00000       1.21323   500.00   500.00     1.50    1-HR  ALL       16010713          
  499990.00000 8341510.00000       0.02351   500.00   500.00     1.50    1-HR  ALL       16010714          
  500020.00000 8341827.00000       1.79432   500.00   500.00     1.50    1-HR  ALL       16010714          
  499990.00000 8341510.00000       0.01433   500.00   500.00     1.50    1-HR  ALL       16010715          
  500020.00000 8341827.00000       0.82748   500.00   500.00     1.50    1-HR  ALL       16010715          
  499990.00000 8341510.00000       0.00519   500.00   500.00     1.50    1-HR  ALL       16010716          
  500020.00000 8341827.00000       0.10986   500.00   500.00     1.50    1-HR  ALL       16010716          
  499990.00000 8341510.00000       0.00042   500.00   500.00     1.50    1-HR  ALL       16010717          
  500020.00000 8341827.00000       0.00700   500.00   500.00     1.50    1-HR  ALL       16010717          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010718          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010718          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010719          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010719          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010720          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010720          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010721          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010721          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010722          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010722          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010723          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010723          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010724          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010724          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010801          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010801          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010802          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010802          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010803          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010803          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010804          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010804          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010805          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010805          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010806          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010806          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010807          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010807          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010808          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010808          
  499990.00000 8341510.00000       0.00049   500.00   500.00     1.50    1-HR  ALL       16010809          
  500020.00000 8341827.00000       0.03653   500.00   500.00     1.50    1-HR  ALL       16010809          
  499990.00000 8341510.00000       0.00660   500.00   500.00     1.50    1-HR  ALL       16010810          
  500020.00000 8341827.00000       0.43643   500.00   500.00     1.50    1-HR  ALL       16010810          
  499990.00000 8341510.00000       0.05929   500.00   500.00     1.50    1-HR  ALL       16010811          
  500020.00000 8341827.00000       4.56307   500.00   500.00     1.50    1-HR  ALL       16010811          
  499990.00000 8341510.00000       0.07617   500.00   500.00     1.50    1-HR  ALL       16010812          
  500020.00000 8341827.00000       6.12276   500.00   500.00     1.50    1-HR  ALL       16010812          
  499990.00000 8341510.00000       0.13951   500.00   500.00     1.50    1-HR  ALL       16010813          
  500020.00000 8341827.00000       9.27278   500.00   500.00     1.50    1-HR  ALL       16010813          
  499990.00000 8341510.00000       0.22866   500.00   500.00     1.50    1-HR  ALL       16010814          
  500020.00000 8341827.00000      13.46187   500.00   500.00     1.50    1-HR  ALL       16010814          
  499990.00000 8341510.00000       0.19487   500.00   500.00     1.50    1-HR  ALL       16010815          
  500020.00000 8341827.00000       8.60408   500.00   500.00     1.50    1-HR  ALL       16010815          
  499990.00000 8341510.00000       0.02448   500.00   500.00     1.50    1-HR  ALL       16010816          
  500020.00000 8341827.00000       0.78240   500.00   500.00     1.50    1-HR  ALL       16010816          
  499990.00000 8341510.00000       0.00320   500.00   500.00     1.50    1-HR  ALL       16010817          
  500020.00000 8341827.00000       0.04928   500.00   500.00     1.50    1-HR  ALL       16010817          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010818          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010818          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010819          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010819          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010820          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010820          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010821          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010821          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010822          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010822          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010823          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010823          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010824          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010824          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010901          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010901          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010902          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010902          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010903          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010903          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010904          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010904          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010905          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010905          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010906          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010906          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010907          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010907          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010908          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010908          
  499990.00000 8341510.00000       0.00180   500.00   500.00     1.50    1-HR  ALL       16010909          
  500020.00000 8341827.00000       0.13669   500.00   500.00     1.50    1-HR  ALL       16010909          
  499990.00000 8341510.00000       0.13638   500.00   500.00     1.50    1-HR  ALL       16010910          
  500020.00000 8341827.00000       9.07698   500.00   500.00     1.50    1-HR  ALL       16010910          
  499990.00000 8341510.00000       0.22571   500.00   500.00     1.50    1-HR  ALL       16010911          
  500020.00000 8341827.00000      14.18803   500.00   500.00     1.50    1-HR  ALL       16010911          
  499990.00000 8341510.00000       0.31069   500.00   500.00     1.50    1-HR  ALL       16010912          
  500020.00000 8341827.00000      16.71249   500.00   500.00     1.50    1-HR  ALL       16010912          
  499990.00000 8341510.00000       0.28009   500.00   500.00     1.50    1-HR  ALL       16010913          
  500020.00000 8341827.00000      12.31281   500.00   500.00     1.50    1-HR  ALL       16010913          
  499990.00000 8341510.00000       0.25323   500.00   500.00     1.50    1-HR  ALL       16010914          
  500020.00000 8341827.00000      14.32435   500.00   500.00     1.50    1-HR  ALL       16010914          
  499990.00000 8341510.00000       0.12800   500.00   500.00     1.50    1-HR  ALL       16010915          
  500020.00000 8341827.00000       7.83421   500.00   500.00     1.50    1-HR  ALL       16010915          
  499990.00000 8341510.00000       0.03840   500.00   500.00     1.50    1-HR  ALL       16010916          
  500020.00000 8341827.00000       1.64775   500.00   500.00     1.50    1-HR  ALL       16010916          
  499990.00000 8341510.00000       0.00525   500.00   500.00     1.50    1-HR  ALL       16010917          
  500020.00000 8341827.00000       0.16374   500.00   500.00     1.50    1-HR  ALL       16010917          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010918          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010918          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010919          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010919          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010920          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010920          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010921          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010921          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010922          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010922          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010923          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010923          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010924          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16010924          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011001          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011001          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011002          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011002          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011003          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011003          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011004          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011004          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011005          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011005          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011006          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011006          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011007          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011007          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011008          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011008          
  499990.00000 8341510.00000       0.39177   500.00   500.00     1.50    1-HR  ALL       16011009          
  500020.00000 8341827.00000      13.65961   500.00   500.00     1.50    1-HR  ALL       16011009          
  499990.00000 8341510.00000       0.37003   500.00   500.00     1.50    1-HR  ALL       16011010          
  500020.00000 8341827.00000      18.98137   500.00   500.00     1.50    1-HR  ALL       16011010          
  499990.00000 8341510.00000       0.24041   500.00   500.00     1.50    1-HR  ALL       16011011          
  500020.00000 8341827.00000      14.32385   500.00   500.00     1.50    1-HR  ALL       16011011          
  499990.00000 8341510.00000       0.20801   500.00   500.00     1.50    1-HR  ALL       16011012          
  500020.00000 8341827.00000      13.40843   500.00   500.00     1.50    1-HR  ALL       16011012          
  499990.00000 8341510.00000       0.31343   500.00   500.00     1.50    1-HR  ALL       16011013          
  500020.00000 8341827.00000      17.24989   500.00   500.00     1.50    1-HR  ALL       16011013          
  499990.00000 8341510.00000       0.33053   500.00   500.00     1.50    1-HR  ALL       16011014          
  500020.00000 8341827.00000      16.79007   500.00   500.00     1.50    1-HR  ALL       16011014          
  499990.00000 8341510.00000       0.19921   500.00   500.00     1.50    1-HR  ALL       16011015          
  500020.00000 8341827.00000      10.01921   500.00   500.00     1.50    1-HR  ALL       16011015          
  499990.00000 8341510.00000       0.09110   500.00   500.00     1.50    1-HR  ALL       16011016          
  500020.00000 8341827.00000       3.80749   500.00   500.00     1.50    1-HR  ALL       16011016          
  499990.00000 8341510.00000       0.03960   500.00   500.00     1.50    1-HR  ALL       16011017          
  500020.00000 8341827.00000       1.02106   500.00   500.00     1.50    1-HR  ALL       16011017          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011018          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011018          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011019          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011019          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011020          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011020          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011021          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011021          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011022          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011022          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011023          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011023          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011024          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011024          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011101          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011101          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011102          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011102          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011103          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011103          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011104          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011104          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011105          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011105          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011106          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011106          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011107          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011107          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011108          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011108          
  499990.00000 8341510.00000       1.75505   500.00   500.00     1.50    1-HR  ALL       16011109          
  500020.00000 8341827.00000      12.87386   500.00   500.00     1.50    1-HR  ALL       16011109          
  499990.00000 8341510.00000       0.69133   500.00   500.00     1.50    1-HR  ALL       16011110          
  500020.00000 8341827.00000      12.96855   500.00   500.00     1.50    1-HR  ALL       16011110          
  499990.00000 8341510.00000       0.61149   500.00   500.00     1.50    1-HR  ALL       16011111          
  500020.00000 8341827.00000      10.27217   500.00   500.00     1.50    1-HR  ALL       16011111          
  499990.00000 8341510.00000       0.34978   500.00   500.00     1.50    1-HR  ALL       16011112          
  500020.00000 8341827.00000       9.16384   500.00   500.00     1.50    1-HR  ALL       16011112          
  499990.00000 8341510.00000       0.29923   500.00   500.00     1.50    1-HR  ALL       16011113          
  500020.00000 8341827.00000       6.55735   500.00   500.00     1.50    1-HR  ALL       16011113          
  499990.00000 8341510.00000       0.31906   500.00   500.00     1.50    1-HR  ALL       16011114          
  500020.00000 8341827.00000       8.02123   500.00   500.00     1.50    1-HR  ALL       16011114          
  499990.00000 8341510.00000       0.27305   500.00   500.00     1.50    1-HR  ALL       16011115          
  500020.00000 8341827.00000      11.11814   500.00   500.00     1.50    1-HR  ALL       16011115          
  499990.00000 8341510.00000       0.20582   500.00   500.00     1.50    1-HR  ALL       16011116          
  500020.00000 8341827.00000       9.18400   500.00   500.00     1.50    1-HR  ALL       16011116          
  499990.00000 8341510.00000       0.05549   500.00   500.00     1.50    1-HR  ALL       16011117          
  500020.00000 8341827.00000       2.35424   500.00   500.00     1.50    1-HR  ALL       16011117          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011118          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011118          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011119          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011119          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011120          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011120          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011121          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011121          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011122          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011122          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011123          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011123          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011124          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011124          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011201          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011201          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011202          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011202          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011203          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011203          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011204          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011204          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011205          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011205          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011206          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011206          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011207          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011207          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011208          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011208          
  499990.00000 8341510.00000       0.43551   500.00   500.00     1.50    1-HR  ALL       16011209          
  500020.00000 8341827.00000      14.29205   500.00   500.00     1.50    1-HR  ALL       16011209          
  499990.00000 8341510.00000       0.25107   500.00   500.00     1.50    1-HR  ALL       16011210          
  500020.00000 8341827.00000      14.11847   500.00   500.00     1.50    1-HR  ALL       16011210          
  499990.00000 8341510.00000       0.32032   500.00   500.00     1.50    1-HR  ALL       16011211          
  500020.00000 8341827.00000      17.74186   500.00   500.00     1.50    1-HR  ALL       16011211          
  499990.00000 8341510.00000       0.38289   500.00   500.00     1.50    1-HR  ALL       16011212          
  500020.00000 8341827.00000      21.50849   500.00   500.00     1.50    1-HR  ALL       16011212          
  499990.00000 8341510.00000       0.28061   500.00   500.00     1.50    1-HR  ALL       16011213          
  500020.00000 8341827.00000      14.64242   500.00   500.00     1.50    1-HR  ALL       16011213          
  499990.00000 8341510.00000       0.20519   500.00   500.00     1.50    1-HR  ALL       16011214          
  500020.00000 8341827.00000       9.08108   500.00   500.00     1.50    1-HR  ALL       16011214          
  499990.00000 8341510.00000       0.09742   500.00   500.00     1.50    1-HR  ALL       16011215          
  500020.00000 8341827.00000       2.54862   500.00   500.00     1.50    1-HR  ALL       16011215          
  499990.00000 8341510.00000       0.03921   500.00   500.00     1.50    1-HR  ALL       16011216          
  500020.00000 8341827.00000       1.37072   500.00   500.00     1.50    1-HR  ALL       16011216          
  499990.00000 8341510.00000       0.01910   500.00   500.00     1.50    1-HR  ALL       16011217          
  500020.00000 8341827.00000       0.46147   500.00   500.00     1.50    1-HR  ALL       16011217          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011218          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011218          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011219          
